Namespace(class_idx=4, complexity='0.01,0.1,1.0,10.0', data='./feature/DEEPCP.POSE.func.indiv.nan.delta.h5', error_file=None, feat_select=True, feature_analysis=False, fs_by_rf=True, fs_by_valid=True, ignore_idx=None, log_file='./output/svmrank.pose.delta.fs_by_rf.30.txt', max_feat=30, pairwise=False, rf_n_estimator=500, spearmanr=False, test_idx='0', train_idx=None, valid_idx='1', window_idx=3)
selected feature by RF
(181, 0.0)
(182, 0.0)
(183, 0.0)
(184, 2.8425172344532115e-05)
(185, 0.00014990293034908585)
(186, 1.5892053307013175e-05)
(187, 2.0522296080332561e-05)
(188, 8.1317978025340315e-06)
(189, 6.7407522747669574e-05)
(190, 0.0)
(191, 6.7260366289174789e-05)
(192, 0.0)
(193, 5.3218165111604881e-05)
(194, 0.0)
(195, 2.0636584292150321e-05)
(196, 0.0)
(197, 1.7441686477621094e-05)
(198, 0.0)
(199, 6.8321173402545779e-05)
(200, 0.0)
(201, 2.3071027037248891e-05)
(202, 0.0)
(203, 0.0)
(204, 0.0)
(205, 6.85439202491951e-06)
(206, 0.0)
(207, 0.0)
(208, 1.4209121343068186e-05)
(209, 0.00014312645553592621)
(210, 0.0)
(211, 2.0285643431574226e-05)
(212, 0.0)
(213, 0.00012264022912403632)
(214, 0.0)
(215, 9.1691445689985772e-05)
(216, 0.0)
(217, 4.0789466329835321e-05)
(218, 0.0)
(219, 1.9794690902227482e-05)
(220, 0.0)
(221, 7.1633285213116291e-05)
(222, 0.0)
(223, 0.00016444737457603411)
(224, 0.0)
(225, 0.0)
(226, 0.0)
(227, 0.0)
(228, 0.0)
(229, 0.0)
(230, 0.0)
(231, 0.0)
(232, 8.7042171021298934e-06)
(233, 0.0)
(234, 4.4324398993119256e-05)
(235, 5.870438374806722e-06)
(236, 3.8153267077323607e-05)
(237, 0.0)
(238, 0.0)
(239, 0.00016673971697530172)
(240, 0.0)
(241, 0.0)
(242, 0.0)
(243, 0.0)
(244, 0.0)
(245, 0.0)
(246, 0.0)
(247, 0.0)
(248, 2.0973244096748687e-05)
(249, 5.313883497892484e-05)
(250, 1.6185959223971935e-05)
(251, 2.3417529134577364e-05)
(252, 3.1027069693475186e-05)
(253, 3.546541207559187e-05)
(254, 0.0)
(255, 0.0)
(256, 8.2941597261253862e-06)
(257, 0.0)
(258, 4.9628484974167691e-05)
(259, 0.0)
(260, 1.3912535499937882e-05)
(261, 0.0)
(262, 0.0)
(263, 0.0)
(264, 0.0)
(265, 0.0)
(266, 0.0)
(267, 0.0)
(268, 0.0)
(269, 0.0)
(270, 0.0)
(271, 0.0)
(272, 0.0025658500987057313)
(273, 0.0022419278669916329)
(274, 0.0029131035087871064)
(275, 0.0027335774127500061)
(276, 0.0026910249539396718)
(277, 0.0025298817553232014)
(278, 0.0019210455538516157)
(279, 0.0029203602752276374)
(280, 0.0028207061092446494)
(281, 0.0023354555055840284)
(282, 0.0031431433791158691)
(283, 0.0023572269817165492)
(284, 0.0027389365880223404)
(285, 0.0024652574261089947)
(286, 0.0021472672256228845)
(287, 0.0021627168640475066)
(288, 0.0027765554390184843)
(289, 0.0025777870118021506)
(290, 0.0030341325175317008)
(291, 0.0029454657289834825)
(292, 0.0033695608161709123)
(293, 0.0029435704148373875)
(294, 0.0027602273038193608)
(295, 0.002852600956423645)
(296, 0.0038192495889993123)
(297, 0.0026967928956811793)
(298, 0.0034102301945387759)
(299, 0.0027158395975273621)
(300, 0.0040354408062013925)
(301, 0.0028328633250127491)
(302, 0.0033497784076120052)
(303, 0.003723749344720537)
(304, 0.0029937565609301094)
(305, 0.002683674083660386)
(306, 0.0037627379178933871)
(307, 0.002573924257102934)
(308, 0.0029188901529709887)
(309, 0.0029208953289380506)
(310, 0.0024991921762318567)
(311, 0.0036004126670429702)
(312, 0.0035297518823069816)
(313, 0.0027307816631684618)
(314, 0.0030264648296479649)
(315, 0.0025041086108756536)
(316, 0.0031666252514090435)
(317, 0.0029012754680249535)
(318, 0.0025892473544606126)
(319, 0.0035161163204104223)
(320, 0.0035177091070632788)
(321, 0.002031297002467564)
(322, 0.003011966267042972)
(323, 0.0025832719956499083)
(324, 0.0028342126625691909)
(325, 0.0024943171066072571)
(326, 0.0027283740195932636)
(327, 0.0032618508462292756)
(328, 0.0030106098825515796)
(329, 0.002906477496580745)
(330, 0.0030751537628035714)
(331, 0.0028747578801300595)
(332, 0.002954282569196027)
(333, 0.0027259582472888111)
(334, 0.0027030961375185724)
(335, 0.0028210458284180246)
(336, 0.0032679488847002637)
(337, 0.0026616575957199165)
(338, 0.0027378067326256869)
(339, 0.0025531456312081506)
(340, 0.0035712447486626322)
(341, 0.0026073471185475679)
(342, 0.0026158761427139856)
(343, 0.0029481997557013915)
(344, 0.0028654102211297396)
(345, 0.0023082630433533501)
(346, 0.0023958273556125048)
(347, 0.002781680884830337)
(348, 0.0027298271072559214)
(349, 0.0024762193425154335)
(350, 0.0034424391501553363)
(351, 0.0030132237528128457)
(352, 0.0027537978120815757)
(353, 0.0039009551901376502)
(354, 0.0033251656592291181)
(355, 0.0035929984964865923)
(356, 0.0027797934567493805)
(357, 0.0029518633582794273)
(358, 0.0025145183485631379)
(359, 0.0026906162194987081)
(360, 0.0032628665109156771)
(361, 0.0037037313602902447)
(362, 0.0036857387506555065)
(363, 0.0035036483965944099)
(364, 0.0032627609730880671)
(365, 0.0033076142633199183)
(366, 0.0029050884277427337)
(367, 0.0040563026087089759)
(368, 0.0022857154319381066)
(369, 0.0030731046643111166)
(370, 0.0023387039106541035)
(371, 0.0027174049434303799)
(372, 0.0023224773770792731)
(373, 0.0027296637666356029)
(374, 0.0022833727532753281)
(375, 0.0031202275454533263)
(376, 0.0023427897672041766)
(377, 0.0034899087284281753)
(378, 0.0025567304378099225)
(379, 0.003511182872768844)
(380, 0.002511908076976785)
(381, 0.0031723705914148618)
(382, 0.0013436630590494786)
(383, 0.0022570591232430959)
(384, 0.0028237999815256903)
(385, 0.0026927348907762644)
(386, 0.002658128534041381)
(387, 0.0030440980002301083)
(388, 0.002490165106644402)
(389, 0.00316640773315868)
(390, 0.0013788364857665518)
(391, 0.0024824952465134472)
(392, 0.0025488598190220083)
(393, 0.0036921934655402716)
(394, 0.0025528847788445171)
(395, 0.0035599141177045739)
(396, 0.0025103831887688804)
(397, 0.0034071134348764862)
(398, 0.0019949139615205273)
(399, 0.0019402036687492261)
(400, 0.0)
(401, 0.0)
(402, 0.0)
(403, 0.0)
(404, 0.0)
(405, 0.0)
(406, 0.0)
(407, 0.0)
(408, 0.0021759150107932999)
(409, 0.0024160857452177171)
(410, 0.0024508284236724196)
(411, 0.0025479863683596313)
(412, 0.0024668283641815086)
(413, 0.0025819008044626617)
(414, 0.0030344647910869895)
(415, 0.0033143122925532592)
(416, 0.0021956444772366001)
(417, 0.0022136861458824735)
(418, 0.0028113431021396145)
(419, 0.0023728217783561085)
(420, 0.0023555273253505222)
(421, 0.0022440585890883507)
(422, 0.0027095021731319666)
(423, 0.0039534474409812555)
(424, 0.0031588655885188468)
(425, 0.0024623923065911078)
(426, 0.0030710072937112733)
(427, 0.0026874550465840253)
(428, 0.0032037789246828151)
(429, 0.0022544411710328136)
(430, 0.0036708925111578737)
(431, 0.0027381984962613873)
(432, 0.002582573430902381)
(433, 0.0020266662320293314)
(434, 0.0026306539806375626)
(435, 0.0024121974932145248)
(436, 0.0030600916856100974)
(437, 0.002606566031578389)
(438, 0.0031041888023157645)
(439, 0.0034563045954232054)
(440, 0.0026218135209724633)
(441, 0.0020880204302621838)
(442, 0.0026166966067502511)
(443, 0.0023731939583593689)
(444, 0.0030336636705972173)
(445, 0.0024178429281279871)
(446, 0.003088368540194791)
(447, 0.0030605864646003735)
(448, 0.0028792589129755931)
(449, 0.0022828311928239546)
(450, 0.002694680896288962)
(451, 0.0023231285129021537)
(452, 0.0025290869197816027)
(453, 0.0023213696621721225)
(454, 0.0027803660899790418)
(455, 0.0031583081491621309)
(456, 0.0030999247289373952)
(457, 0.0025428067249308748)
(458, 0.0028655973071575482)
(459, 0.0027015300637392289)
(460, 0.0025142627374254993)
(461, 0.0022615150349133556)
(462, 0.0033314463721742776)
(463, 0.0029045073689753821)
(464, 0.002617932988361766)
(465, 0.0022429427761817174)
(466, 0.0030719794405633929)
(467, 0.0025325682984529124)
(468, 0.002769552076355613)
(469, 0.0021873734834939899)
(470, 0.0025860771962579639)
(471, 0.0035512887178618833)
(472, 0.0027377708310060583)
(473, 0.002584928145359162)
(474, 0.0026644664705249535)
(475, 0.0026637389120811039)
(476, 0.0029998998277835096)
(477, 0.0028036484454435693)
(478, 0.0034355427155217406)
(479, 0.0033460674175876453)
(480, 0.0029900541344343185)
(481, 0.0022255957613382896)
(482, 0.0028185906331627286)
(483, 0.0023769838466147614)
(484, 0.0030832582938724786)
(485, 0.0020124039234727473)
(486, 0.0039832550552320505)
(487, 0.0036271690993987366)
(488, 0.0026922807587207625)
(489, 0.0028389325288893947)
(490, 0.0030052425099862446)
(491, 0.0028413821670518181)
(492, 0.002907069805201079)
(493, 0.0027088023066515693)
(494, 0.0029699163889494954)
(495, 0.0024990072460501179)
(496, 0.0024635433524564558)
(497, 0.0025341227523112491)
(498, 0.0023501336981410614)
(499, 0.0029712065112200204)
(500, 0.0026308611253715629)
(501, 0.0026586951819796904)
(502, 0.0034540550899906084)
(503, 0.0036226055590050442)
(504, 0.0027630435294295811)
(505, 0.002063360745658212)
(506, 0.0027187500502077293)
(507, 0.0022259051000506169)
(508, 0.002538131660722847)
(509, 0.0022167557953667498)
(510, 0.0028249038618074324)
(511, 0.0033769339714372583)
(512, 0.0029278311353366361)
(513, 0.0027138361305281125)
(514, 0.0027088673843696158)
(515, 0.0025600140518523169)
(516, 0.002916322000307235)
(517, 0.0027379936717665445)
(518, 0.0042981087554261966)
(519, 0.0025179717043504672)
(520, 0.0026797835914601715)
(521, 0.0019622124855979001)
(522, 0.0025543656911429596)
(523, 0.0023362989515016337)
(524, 0.0026083709958822153)
(525, 0.0021473479849870294)
(526, 0.002833042204435149)
(527, 0.0026408907556404772)
(528, 0.0027239243949407576)
(529, 0.0027874971659871783)
(530, 0.0028530683663443184)
(531, 0.0024816572429480566)
(532, 0.002512889140990278)
(533, 0.0024471895458157414)
(534, 0.0022637960262566537)
(535, 0.0029466948896340827)
(536, 0.0)
(537, 0.0)
(538, 0.0)
(539, 0.0)
(540, 0.0)
(541, 0.0)
(542, 0.0)
(543, 0.0)
selected feature dim: 30
selected feature indice: [518 367 300 486 423 353 296 306 303 361 393 362 430 487 503 311 355 340
 395 471 312 320 319 379 363 377 439 502 350 478]
Complexity 0.010, performance of ranking on training data: tau_d: 0.460, prob_cm: [[ 0.51383399  0.48616601]
 [ 0.43452381  0.56547619]]
Complexity 0.010, performance of ranking on validataion data: tau_d: 0.447, prob_cm: [[ 0.55660377  0.44339623]
 [ 0.45        0.55      ]]
Complexity 0.100, performance of ranking on training data: tau_d: 0.474, prob_cm: [[ 0.50197628  0.49802372]
 [ 0.45039683  0.54960317]]
Complexity 0.100, performance of ranking on validataion data: tau_d: 0.398, prob_cm: [[ 0.5754717  0.4245283]
 [ 0.37       0.63     ]]
Complexity 1.000, performance of ranking on training data: tau_d: 0.466, prob_cm: [[ 0.51581028  0.48418972]
 [ 0.4484127   0.5515873 ]]
Complexity 1.000, performance of ranking on validataion data: tau_d: 0.471, prob_cm: [[ 0.54716981  0.45283019]
 [ 0.49        0.51      ]]
Complexity 10.000, performance of ranking on training data: tau_d: 0.470, prob_cm: [[ 0.52766798  0.47233202]
 [ 0.46825397  0.53174603]]
Complexity 10.000, performance of ranking on validataion data: tau_d: 0.451, prob_cm: [[ 0.56603774  0.43396226]
 [ 0.47        0.53      ]]
validation: best complexity: 0.100 and its performance: 0.398, prob_cm: [[ 0.5754717  0.4245283]
 [ 0.37       0.63     ]]
performance of ranking on testing data: tau_d: 0.582, prob_cm: [[ 0.40322581  0.59677419]
 [ 0.56666667  0.43333333]]
